Image,Energy,Entropy,InverseDifference,Correlation,InfoMeasureCorrelation1,InfoMeasureCorrelation2,Contrast,DifferenceEntropy,DifferenceVariance,SumAverage,SumEntropy,SumVariance
02218.png,0.000429586,8.66286,0.124207,1.48755e+09,-0.347555,0.985728,505.407,3.24041,445.208,213.032,5.92258,59208
13966.png,0.0497419,7.02065,0.3936,9.85805e+07,-0.514599,0.995844,213.48,2.47335,191.308,213.77,5.25664,73923.2
07169.png,0.00249984,7.62327,0.298004,5.48777e+08,-0.424583,0.991163,258.04,2.70399,227.762,224.367,5.48351,52870.5
15873.png,0.000407767,9.06861,0.121368,2.53792e+09,-0.300654,0.977813,1211.54,3.70994,1088.24,209.059,6.02331,66047.3
05117.png,0.00103253,8.03835,0.304016,2.62784e+09,-0.491138,0.9971,221.863,2.57809,195.771,222.514,5.98593,63481.2
14441.png,0.0032531,7.69301,0.238342,6.17158e+08,-0.413942,0.990266,255.977,2.79809,224.639,258.622,5.50747,79244.4
07103.png,0.00125588,8.04032,0.200821,8.56233e+08,-0.358372,0.983799,306.138,3.0147,263.145,260.403,5.53309,74146.9
06013.png,0.00288742,7.41452,0.393768,5.34021e+08,-0.522165,0.997144,340.786,2.4119,312.1,168.044,5.64835,39564.5
17832.png,0.00336253,6.68627,0.314087,2.93461e+07,-0.41561,0.984138,46.6096,2.16487,37.7362,67.0114,4.8779,5766.21
15653.png,0.0136943,7.8689,0.309311,3.8186e+08,-0.4606,0.995116,287.82,2.77381,253.222,240.917,5.71621,79532
12322.png,0.0187806,7.39357,0.368942,9.75683e+07,-0.443277,0.992,808.958,3.05652,738.835,115.575,5.31562,31093.7
04652.png,0.00126864,7.79683,0.362015,2.39716e+09,-0.520615,0.997759,140.686,2.41609,122.483,243.671,5.90444,71867.1
16458.png,0.000670321,8.32058,0.235123,8.08379e+09,-0.463605,0.996408,278.962,2.74767,247.607,289.086,6.09206,101148
05349.png,0.00132037,7.78997,0.259125,2.18682e+08,-0.407431,0.990004,294.274,2.70201,263.089,109.58,5.56074,18472.4
19795.png,0.0058569,7.40321,0.375519,8.44592e+08,-0.54586,0.997917,140.09,2.28405,124.824,265.202,5.6963,91288.1
09692.png,0.000412013,8.2475,0.0891876,6.11022e+08,-0.356909,0.984946,140.961,2.84047,112.829,173.426,5.69864,35740.8
07791.png,0.00247233,8.19237,0.207092,2.71275e+08,-0.336725,0.980313,622.099,3.35647,544.987,140.633,5.58492,30711.1
16246.png,0.000974079,8.26273,0.227936,2.43057e+09,-0.449685,0.995495,290.641,2.81394,255.258,214.146,6.00481,69657.3
14922.png,0.0535529,7.16488,0.350967,4.97938e+07,-0.457323,0.992312,323.121,2.68784,290.766,153.997,5.18835,41738.3
15944.png,0.00157768,7.48175,0.175491,2.29029e+08,-0.353468,0.978332,197.997,2.62326,175.257,201.968,5.2114,42182.1
12350.png,0.00103918,7.70702,0.213821,4.57768e+08,-0.389401,0.986997,112.103,2.73258,88.9741,202.372,5.41974,46483.2
13577.png,0.0102927,6.73813,0.429306,5.54099e+08,-0.58177,0.99787,36.7263,1.91006,30.9884,307.643,5.34535,101215
04900.png,0.00453248,7.72948,0.262131,4.75146e+08,-0.456613,0.994416,182.324,2.62488,158.434,195.984,5.66495,56457.7
03344.png,0.000636721,8.01713,0.200424,1.11346e+09,-0.444141,0.994427,81.2813,2.51491,64.6553,209.24,5.83355,50927.9
11072.png,0.0056334,8.13157,0.279236,2.76903e+08,-0.360048,0.984701,669.785,3.37827,584.462,136.301,5.56534,29992.8
03325.png,0.000907871,8.39746,0.243729,3.34373e+09,-0.431198,0.994617,345.342,2.94021,302.364,269.739,6.02349,88777.3
09337.png,0.00260766,7.82397,0.35878,1.336e+09,-0.510346,0.997455,229.876,2.51695,205.413,201.012,5.8792,58148.3
02349.png,0.000405596,8.52849,0.116318,7.14735e+08,-0.310968,0.976384,280.248,3.16916,233.555,196.516,5.71777,43275.9
09137.png,0.0010163,7.95628,0.244598,2.42153e+09,-0.497466,0.997205,108.804,2.41526,93.3409,228.82,5.97121,70302.6
07019.png,0.000770224,8.09006,0.182755,1.01732e+09,-0.397021,0.990151,145.57,2.7377,120.976,232.243,5.71406,62437.8
10243.png,0.000870922,8.24568,0.23645,1.12401e+09,-0.387656,0.989721,360.537,2.94689,318.316,215.424,5.76533,51684
00800.png,0.00957483,7.23178,0.317398,7.45969e+07,-0.449906,0.991933,235.059,2.54565,209.958,101.197,5.31658,20511.9
02163.png,0.00309903,7.12627,0.375259,5.50658e+08,-0.549958,0.997581,143.692,2.12357,130.882,219.349,5.58375,60096.8
17698.png,0.03888,5.9417,0.58049,2.32957e+08,-0.63671,0.99793,200.748,1.83941,188.808,343.448,4.83579,145862
05554.png,0.00352302,8.2397,0.244217,1.66397e+09,-0.443392,0.995025,251.324,2.84348,216.788,285.87,5.94089,97069.7
05046.png,0.00115939,7.74392,0.248016,6.15605e+08,-0.443587,0.993469,152.774,2.54069,132.417,177.074,5.65739,41879.5
04309.png,0.000525047,8.87317,0.173782,2.30985e+09,-0.339613,0.985493,841.978,3.48104,747.499,190.171,6.01276,50964.5
15594.png,0.00829135,7.50086,0.388687,8.0083e+08,-0.516541,0.997091,177.325,2.44534,156.17,309.096,5.66549,114527
04416.png,0.00174689,8.21038,0.159149,1.43321e+09,-0.385219,0.989225,220.436,2.96543,185.636,274.964,5.72087,84731.6
12796.png,0.00130194,8.10034,0.23172,1.1528e+09,-0.392129,0.989588,216.004,2.86442,183.955,270.068,5.69755,77360.5
00909.png,0.00262274,7.66141,0.249435,3.53158e+08,-0.434936,0.992363,175.474,2.65095,151.639,151.653,5.5597,43992.9
01412.png,0.000253313,9.03779,0.0756836,1.41857e+09,-0.271887,0.967956,702.149,3.65981,605.635,191.211,5.873,55365.2
07008.png,0.00383274,7.24568,0.313675,1.52815e+08,-0.467298,0.993532,159.383,2.46731,141.038,120.591,5.3647,20266.1
00327.png,0.05026,7.2392,0.332672,3.97804e+07,-0.421304,0.988693,306.007,2.89491,265.755,119.404,5.12433,30835.2
19436.png,0.231777,5.01339,0.584808,4.19562e+07,-0.545743,0.987742,159.253,1.92928,146.524,343.079,3.81126,149593
17678.png,0.00204733,7.98986,0.251907,5.86904e+08,-0.391848,0.988978,238.619,2.88898,204.006,195.909,5.61654,46641.6
00183.png,0.0014711,7.74419,0.339111,1.66743e+09,-0.522354,0.997729,157.173,2.49116,137.216,236.362,5.84305,66820.6
09720.png,0.011043,6.63588,0.446365,4.75685e+07,-0.504632,0.99396,303.528,2.33546,279.547,72.0489,5.0173,12400.1
12253.png,0.0133718,6.40104,0.556946,3.91211e+08,-0.650334,0.998876,195.889,1.8234,184.789,255.271,5.2549,82983.7
06790.png,0.00108116,8.71736,0.186737,1.8956e+09,-0.355623,0.987419,765.009,3.4352,679.777,200.526,5.95785,59207.4
04801.png,0.00701281,6.58818,0.443863,4.60152e+07,-0.506976,0.993949,145.075,2.11108,131.538,74.2153,5.03391,10268.6
13542.png,0.000312912,9.00224,0.101974,2.18797e+09,-0.286903,0.973077,614.905,3.54038,530.096,265.971,5.91381,79859.8
19086.png,0.0011759,7.93154,0.297012,2.88536e+09,-0.508367,0.997564,257.765,2.4516,235.275,254.587,5.99085,82358.4
02919.png,0.00501789,7.03458,0.439926,6.88608e+08,-0.597474,0.998652,226.456,1.99895,213.527,252.509,5.66334,83742.8
18152.png,0.000735537,8.82639,0.157852,1.43011e+09,-0.326883,0.982627,577.162,3.43961,500.168,171.178,5.94066,41237.2
09598.png,0.00045431,8.3748,0.108887,5.13082e+08,-0.344151,0.983249,192.07,2.99354,156.736,143.721,5.7329,33012.4
16452.png,0.000411191,8.49134,0.175278,2.14979e+09,-0.391003,0.991222,222.507,2.9771,186.264,216.477,5.94592,56795.8
01075.png,0.000980112,8.27774,0.250992,2.10406e+09,-0.445182,0.995247,458.82,2.84311,417.493,203.465,5.99887,62236.9
19424.png,0.022838,7.77938,0.293121,2.54895e+08,-0.429347,0.992304,297.563,2.9361,257.074,255.902,5.54242,91630.8
02565.png,0.00883912,7.67094,0.273651,4.28758e+08,-0.430954,0.992009,408.3,2.86288,367.827,242.407,5.52767,85088.2
02882.png,0.000264777,8.59948,0.079422,9.29587e+08,-0.304493,0.975167,209.754,3.15771,165.681,204.504,5.74587,46495.4
14076.png,0.000278329,8.63595,0.101746,1.21357e+09,-0.328835,0.981804,262.759,3.11048,218.632,187.369,5.84296,41563.8
16981.png,0.000708149,8.49153,0.207153,4.21741e+09,-0.394782,0.991648,400.42,3.04379,351.741,325.589,5.95581,116373
19899.png,0.000523679,8.6621,0.136398,2.75872e+09,-0.370035,0.989316,250.688,3.1343,206.164,233.869,5.9984,71377.8
04802.png,0.00319965,7.09045,0.360992,1.0094e+09,-0.531216,0.996813,107.509,2.14354,95.8864,338.416,5.49758,128358
08346.png,0.000886922,8.15736,0.210419,1.07003e+09,-0.422953,0.99317,182.261,2.85215,151.235,181.912,5.83792,44393.8
19031.png,0.229246,4.71443,0.633636,4.31269e+07,-0.575551,0.988338,289.093,1.8097,274.145,351.186,3.66796,153584
14396.png,0.00448077,7.02874,0.424545,1.33002e+09,-0.624408,0.999088,35.6324,1.84437,30.5673,266.486,5.71933,89602.1
18902.png,0.114582,5.48604,0.516312,6.9753e+06,-0.533003,0.990189,249.964,1.9765,236.499,69.4271,4.24135,13558.6
04839.png,0.00142286,7.70415,0.284653,4.05299e+08,-0.439354,0.992953,214.765,2.59357,190.246,148.857,5.606,33308.6
09081.png,0.0436705,6.45421,0.480743,1.3089e+08,-0.569941,0.996878,107.196,2.02671,96.5606,248.188,5.02562,87201.1
05021.png,0.0366516,6.86108,0.431747,1.01669e+08,-0.505195,0.994805,437.731,2.44496,407.097,197.555,5.15233,61657.3
17062.png,0.00127128,7.85204,0.209412,6.25961e+08,-0.434044,0.993053,183.616,2.65355,160.469,165.064,5.68832,38094.5
08650.png,0.00382183,6.98873,0.469925,1.9585e+09,-0.577703,0.998177,39.7521,1.95547,33.0713,386.072,5.50047,152445
19932.png,0.0852363,6.57,0.375977,8.03879e+07,-0.449637,0.988191,122.144,2.535,102.048,278.001,4.72528,104973
17485.png,0.000695699,8.19539,0.232712,4.22489e+09,-0.486492,0.997197,175.927,2.53025,155.441,224.657,6.09528,64997.4
16751.png,0.000400963,8.5137,0.136902,3.09054e+09,-0.397529,0.992026,204.232,2.89206,171.154,273.466,5.99336,86005.8
11215.png,0.0052205,6.46613,0.553375,1.98769e+08,-0.652573,0.998982,61.4112,1.61009,56.8324,129.957,5.38424,22613.7
13111.png,0.00788723,7.3738,0.425339,5.63639e+08,-0.562863,0.998325,249.576,2.23349,229.694,219.494,5.73007,66607.1
17979.png,0.00123801,8.21695,0.194122,8.78319e+08,-0.405395,0.991691,271.077,2.94627,233.785,179.682,5.81435,50842.4
16187.png,0.00311421,7.27587,0.421387,8.5677e+08,-0.536548,0.997398,94.7691,2.24905,81.1105,254.013,5.59387,72973
13658.png,0.00757013,6.97751,0.478287,5.16097e+08,-0.607662,0.998778,194.723,2.07917,180.902,200.778,5.55876,60638.9
18585.png,7.80839e-05,9.76509,0.0230865,2.4627e+09,-0.179308,0.917168,1563.29,4.2942,1349.81,195.051,6.00629,52184.5
09859.png,0.000551897,8.47303,0.197495,3.40218e+09,-0.407703,0.9929,233.891,2.93409,198.371,251.036,5.99099,72645.6
17503.png,0.000418757,8.55719,0.169312,1.4476e+09,-0.374369,0.989421,323.244,3.02783,279.481,194.419,5.93538,46385.6
03879.png,0.112126,5.42709,0.566574,8.5434e+07,-0.563732,0.992515,243.8,2.0144,227.081,351.392,4.19501,152872
05197.png,0.0794451,5.10519,0.660248,1.46974e+08,-0.644056,0.995888,212.927,1.73941,200.743,419.498,4.13368,189226
05812.png,0.000814724,8.26625,0.217697,7.59623e+08,-0.39854,0.991141,477.544,2.94003,432.623,144.059,5.83622,29683.8
04602.png,0.00101279,7.89666,0.266037,1.77044e+09,-0.503755,0.997339,67.8468,2.34614,55.1274,203.523,5.95721,55133.5
03718.png,0.00107446,8.37522,0.264511,4.41589e+09,-0.43931,0.995123,266.596,2.88559,230.43,275.464,6.0231,92912.7
15252.png,0.000686873,8.35486,0.230621,5.35179e+09,-0.446911,0.995555,317.939,2.7786,284.13,278.825,6.04737,93557.1
04228.png,0.000697975,8.28319,0.204651,3.00141e+09,-0.429484,0.994144,206.828,2.77222,177.971,279.916,5.95343,89140.8
18997.png,0.00160368,7.56407,0.385315,3.13891e+09,-0.560012,0.99849,257.514,2.25296,238.473,296.232,5.91318,111550
17883.png,0.000764789,8.21927,0.18779,6.37718e+08,-0.379645,0.988515,250.203,2.90089,215.497,146.507,5.74294,28534.8
01388.png,0.000899905,8.26682,0.208908,1.46726e+09,-0.413575,0.992715,230.727,2.8544,197.235,227.996,5.8847,65696.9
19423.png,0.00511897,6.69453,0.496155,8.05272e+08,-0.631009,0.998876,56.5597,1.74183,51.1771,279.08,5.49894,90128.1
08030.png,0.00117766,8.12266,0.259338,9.7191e+08,-0.436113,0.994157,387.307,2.8294,347.58,165.12,5.87054,40745.6
01780.png,0.000721474,8.47296,0.19046,2.13667e+09,-0.399919,0.99212,243.184,2.9848,205.162,222.275,5.96704,62325.2
18085.png,0.0108444,7.60988,0.363571,4.83806e+08,-0.509908,0.997039,206.457,2.48207,184.107,245.04,5.71784,83413.8
16510.png,0.00101421,7.9831,0.304138,3.90472e+09,-0.504809,0.997524,255.516,2.47759,231.804,284.532,6.0068,92348.6
03332.png,0.0954208,5.98346,0.497604,9.74532e+07,-0.564826,0.995196,211.338,2.11554,196.996,341.346,4.60353,141690
07357.png,0.000904127,8.6121,0.176056,1.16947e+09,-0.333233,0.982559,736.772,3.44387,649.637,191.849,5.82996,50638.2
02781.png,0.00268262,8.05725,0.171951,8.18309e+08,-0.388607,0.988859,515.072,3.05908,464.282,300.118,5.66887,108687
07037.png,0.00337834,6.93722,0.542099,1.84861e+09,-0.661848,0.999434,185.702,1.75274,175.921,255.019,5.77486,90626.6
15109.png,0.000392176,8.77625,0.127411,3.83885e+09,-0.363415,0.98892,448.215,3.2255,390.587,244.402,6.04617,80823
05296.png,0.157353,5.44391,0.528168,1.24668e+07,-0.465302,0.9804,674.959,2.35019,637.619,110.619,4.04883,35462.6
14043.png,0.00615494,7.82478,0.319717,1.0973e+09,-0.452757,0.994447,242.993,2.9031,204.823,322.184,5.64947,119937
11140.png,0.0170142,7.49821,0.313171,4.21061e+08,-0.430537,0.991172,261.33,2.82839,225.503,341.894,5.39625,134254
00808.png,0.00127738,7.70925,0.323059,1.88295e+09,-0.525832,0.997787,235.643,2.33018,215.112,236.892,5.9005,66037.6
03784.png,0.00899152,7.04398,0.445724,8.10881e+08,-0.580813,0.998312,121.065,2.27848,105.465,292.362,5.5192,112306
03501.png,0.00668869,8.26359,0.179077,6.13873e+08,-0.34753,0.983177,227.826,3.1293,184.42,267.746,5.62659,82028
18475.png,0.00598854,7.92887,0.273987,7.19692e+08,-0.450805,0.994639,383.264,2.88964,343.013,235.899,5.75503,82019.4
09588.png,0.00667912,7.53049,0.317703,4.34231e+08,-0.500251,0.996447,82.0997,2.38115,67.8191,204.936,5.6504,54020.7
13220.png,0.00280953,7.73254,0.267441,3.31459e+08,-0.431991,0.992387,180.334,2.71866,153.473,144.576,5.59366,36192
01894.png,0.000591788,8.6422,0.165222,1.41637e+09,-0.367758,0.988897,441.342,3.16196,387.574,165.043,5.97316,43018.3
02482.png,0.00203482,7.61044,0.370026,1.84927e+09,-0.548352,0.998276,199.02,2.31655,181.039,227.083,5.86302,63613.8
14412.png,0.000245346,9.1357,0.0958099,2.42188e+09,-0.289525,0.975046,549.337,3.60498,461.983,211.331,6.00516,55340.6
18687.png,0.000844225,8.17423,0.226578,1.23559e+09,-0.42675,0.993589,270.052,2.80312,237.697,192.024,5.86561,45534.5
15800.png,0.000667741,8.28792,0.178802,1.09167e+09,-0.395983,0.990923,306.309,2.92376,267.533,194.162,5.84795,50215.3
03095.png,0.00170696,7.91262,0.324921,3.20022e+09,-0.514527,0.997739,225.679,2.4341,204.218,279.721,5.99002,94024.1
16208.png,0.000221755,8.87972,0.0950623,1.74599e+09,-0.321766,0.981842,227.206,3.2425,177.924,179.535,5.96985,41660
10258.png,0.000436936,9.19382,0.110916,3.30243e+09,-0.28272,0.973337,675.597,3.73394,571.506,220.88,6.00862,64314
17520.png,0.00311504,6.82667,0.263397,3.05648e+08,-0.41188,0.984613,47.4106,2.26089,37.7294,270.754,4.94478,72994.8
08607.png,0.000771513,8.39686,0.215302,3.14133e+09,-0.440338,0.995247,237.107,2.82794,204.831,208.623,6.05509,64165.7
15260.png,0.00723853,6.81609,0.503433,2.80025e+08,-0.613929,0.998723,132.116,1.84476,122.79,167.111,5.51464,35157.9
07222.png,0.00120015,8.16388,0.275864,2.93076e+09,-0.482661,0.996981,228.243,2.6235,201.96,223.278,6.04799,69579
03734.png,0.000380643,8.56974,0.153152,1.89512e+09,-0.386821,0.991059,279.237,2.99032,239.472,190.904,5.98741,51541.4
02982.png,0.188001,5.16572,0.590149,5.5042e+07,-0.555336,0.990054,286.208,1.97517,269.458,375.307,3.97088,162397
13183.png,0.000287714,8.83722,0.145737,3.33908e+09,-0.353928,0.987783,406.311,3.22535,350.658,215.551,6.04417,58333.3
17601.png,0.00118029,8.13374,0.254852,3.04286e+09,-0.457385,0.995633,173.169,2.67253,148.203,278.523,5.93794,93461.8
11784.png,0.00033438,8.60734,0.104034,5.20741e+08,-0.286975,0.969393,260.31,3.2598,208.958,151.513,5.68559,29242.9
04119.png,0.000605045,8.34054,0.221191,1.52597e+09,-0.412585,0.992896,280.931,2.85507,244.791,182.752,5.93007,44044
06837.png,0.0135408,7.38506,0.316818,1.79824e+08,-0.403324,0.987095,774.703,3.02192,711.402,173.662,5.23944,58340.3
19691.png,0.000390716,8.94274,0.102905,2.53953e+09,-0.312693,0.980078,711.935,3.55092,621.919,267.077,5.96457,84530.1
16727.png,0.00112093,8.55975,0.153687,6.94889e+08,-0.33822,0.983261,552.963,3.37857,479.631,155.732,5.82502,40494.9
17319.png,0.000278641,8.99685,0.12085,6.81685e+09,-0.343314,0.986852,390.435,3.31937,329.584,276.925,6.10909,89824.7
14702.png,0.000649708,8.33229,0.193878,1.34609e+09,-0.401757,0.991765,374.25,2.95184,332.353,178.385,5.88337,53288.9
03108.png,0.00143754,7.70558,0.302368,9.28906e+08,-0.487678,0.996258,188.094,2.41517,168.968,194.88,5.76138,44164.1
11654.png,0.00056136,8.56778,0.146164,1.2078e+09,-0.348584,0.985354,573.218,3.25051,509.518,215.584,5.86505,56644.2
01256.png,0.000699079,8.24963,0.245636,3.89792e+09,-0.462739,0.99621,503.292,2.725,465.791,245.655,6.05108,79600
11669.png,0.0117708,6.61571,0.474686,6.28152e+08,-0.580248,0.997605,135.262,2.03981,123.215,359.112,5.23213,136921
10956.png,0.00427663,7.45072,0.397827,8.33705e+08,-0.537294,0.997737,198.824,2.3977,177.891,217.447,5.72909,74543
09958.png,0.00151254,7.95176,0.22081,7.19239e+08,-0.390806,0.988645,286.271,2.89612,248.547,229.366,5.62676,67729.3
11830.png,0.000633587,8.39562,0.216995,4.12457e+09,-0.435363,0.994911,264.019,2.82589,230.601,233.494,6.0382,66610.7
15530.png,0.000150671,9.35788,0.0665131,4.52856e+09,-0.255602,0.964379,713.569,3.78931,603.673,244.837,6.01097,75808
17542.png,0.0207885,6.90297,0.433212,1.40444e+08,-0.529324,0.996282,278.1,2.3436,256.045,169.332,5.29523,58154.1
16990.png,0.000314184,9.00518,0.124237,5.06944e+09,-0.335764,0.985534,541.169,3.46129,464.349,227.51,6.09015,75055
11473.png,0.0033634,7.86694,0.266876,3.30867e+08,-0.397864,0.989146,395.483,2.98239,348.368,148.665,5.5747,42360.4
14127.png,0.00101348,7.876,0.226135,1.13791e+09,-0.45485,0.994767,86.521,2.47724,70.1833,233.884,5.7791,60278.6
05994.png,0.000812483,8.71789,0.156784,2.45293e+09,-0.37125,0.989745,369.505,3.18425,317.533,200.601,6.02355,57203.2
08316.png,0.000227137,9.32866,0.0940094,7.88974e+09,-0.287942,0.97611,856.46,3.73705,748.655,253.4,6.13053,78525.2
08979.png,0.00721875,8.24431,0.226318,4.83564e+08,-0.375353,0.987987,377.325,3.1275,324.86,210.962,5.70697,61192.6
03069.png,0.0126794,8.52337,0.188644,3.31915e+08,-0.349542,0.985242,589.303,3.43286,512.2,216.573,5.79375,69922.5
12174.png,0.00469696,6.495,0.528931,7.88407e+08,-0.66425,0.999157,13.0851,1.48793,11.105,248.113,5.46537,67297.2
02263.png,0.000428709,8.63986,0.153381,2.67025e+09,-0.37056,0.989288,222.156,3.08283,180.76,243.092,5.97348,73781.9
09786.png,0.000920286,8.37517,0.223404,1.02453e+09,-0.401633,0.991914,336.141,2.98303,292.915,159.011,5.91528,41483.8
11921.png,0.0157518,7.30254,0.382172,3.67287e+08,-0.489228,0.995236,450.091,2.60941,414.996,308.109,5.43889,117254
02497.png,0.000902592,8.23666,0.250748,1.82159e+09,-0.404245,0.991641,286.038,2.89996,248.59,270.274,5.82206,79637.1
10504.png,0.00456785,8.37817,0.199127,1.02408e+09,-0.387329,0.99028,409.552,3.24663,351.529,249.118,5.82491,89195.1
13874.png,0.00175979,7.6889,0.248581,4.33227e+08,-0.445378,0.993427,143.728,2.50589,124.361,176.44,5.61722,38074.8
07864.png,0.0702427,6.121,0.506073,1.38588e+08,-0.533276,0.993774,453.667,2.3678,422.702,345.386,4.63335,152406
00340.png,0.00148249,7.762,0.258011,4.78577e+08,-0.434463,0.992774,116.594,2.56138,97.226,164.414,5.62434,32567
13875.png,0.000547196,8.36941,0.166779,1.13986e+09,-0.373946,0.988455,169.749,2.92519,137.649,179.96,5.82494,40809.6
07845.png,0.00016409,9.24139,0.0743256,6.72732e+09,-0.293802,0.977192,705.897,3.59193,613.351,226.841,6.0867,65080.9
14594.png,0.000328654,9.00786,0.142303,3.97349e+09,-0.334595,0.985329,666.552,3.44565,585.855,200.557,6.08367,54361.7
03544.png,0.0240817,6.67656,0.490417,4.14982e+08,-0.539283,0.996127,531.939,2.54408,491.748,371.125,5.02837,157531
12690.png,0.0196274,7.61289,0.308777,1.4436e+08,-0.451631,0.993638,556.28,2.82306,512.129,173.245,5.54283,52351.2
04255.png,0.00489436,7.02677,0.447693,6.95125e+08,-0.554395,0.997548,454.151,2.29844,427.169,262.285,5.46274,79709.4
18657.png,0.00187148,7.43468,0.424744,4.40667e+09,-0.600326,0.999079,114.497,2.06437,103.336,328.15,5.95363,120192
13924.png,0.0123489,6.96315,0.382568,2.10745e+08,-0.536027,0.996722,160.906,2.14817,148.192,172.029,5.37375,52546.8
10499.png,0.00407068,6.73121,0.509613,6.32604e+08,-0.636854,0.999004,105.073,1.75085,97.9339,203.388,5.54834,54350.3
01669.png,0.00238933,8.4629,0.192749,7.57363e+08,-0.346856,0.984367,967.144,3.37797,884.765,201.166,5.80309,65306.8
19902.png,0.00313344,7.23438,0.344833,7.53387e+08,-0.533177,0.997202,155.115,2.2985,139.499,191.438,5.58099,65559.7
09338.png,0.00176942,7.94902,0.274933,1.49049e+09,-0.474809,0.996154,260.7,2.63345,233.792,253.89,5.87938,75838.7
11364.png,0.00123227,8.07642,0.269394,2.21618e+09,-0.473946,0.996401,305.438,2.66978,276.836,220.406,5.95088,68562.3
04287.png,0.00264189,7.69836,0.343048,1.7021e+09,-0.494794,0.996571,172.344,2.57827,148.341,317.801,5.75778,110464
05223.png,0.000642431,8.48615,0.206238,1.49892e+09,-0.38979,0.991055,426.849,3.06591,377.247,189.053,5.93326,50400.3
07241.png,0.000779306,8.3876,0.195496,1.61359e+09,-0.372079,0.988254,265.636,3.11186,219.714,253.918,5.79684,71687.2
00614.png,0.00968272,7.71162,0.28653,3.83848e+08,-0.380206,0.985552,311.882,2.89576,270.808,253.621,5.37223,73915.8
19979.png,0.00139101,7.73269,0.338913,1.90627e+09,-0.550502,0.998474,124.685,2.1751,112.178,178.439,6.00258,46016.3
07016.png,0.000285538,8.84928,0.135468,1.93355e+09,-0.328392,0.983096,339.225,3.30156,281.603,212.24,5.96738,54469.8
04112.png,0.00325207,7.28919,0.307159,3.15173e+08,-0.476276,0.994361,219.521,2.47333,196.862,177.32,5.44832,41124.3
00092.png,0.000957161,7.74248,0.272797,1.26956e+09,-0.48745,0.996324,86.542,2.33397,73.0623,215.088,5.79848,54645.9
18417.png,0.000154922,9.28851,0.0640564,3.37319e+09,-0.272433,0.970544,781.933,3.72755,676.201,204.157,6.04285,54806.3
07371.png,0.000193346,9.07119,0.0634613,1.75458e+09,-0.273031,0.968718,442.519,3.53255,365.321,204.252,5.9261,51566.9
00610.png,0.00319437,6.9337,0.425522,1.71469e+08,-0.527017,0.996271,105.207,2.06497,95.0414,127.858,5.33489,19462.4
03450.png,0.000908719,8.00476,0.254272,1.59196e+09,-0.484189,0.996735,173.848,2.48163,154.059,211.949,5.95724,55916.8
12367.png,0.000767894,8.33311,0.189407,6.05417e+08,-0.37537,0.988455,305.207,3.01104,263.754,138.689,5.80471,29992.1
02416.png,0.00369949,7.11674,0.394974,9.45485e+08,-0.578101,0.998344,40.6952,1.97031,34.0463,252.443,5.64048,73640
16214.png,0.00126827,7.53565,0.267868,1.05778e+09,-0.487666,0.995815,63.3038,2.24865,52.5758,248.299,5.65931,66846.1
19933.png,0.00183919,7.65258,0.272751,3.00421e+08,-0.441802,0.992965,354.408,2.66855,320.2,129.641,5.57811,25104.6
04349.png,0.00067247,8.7308,0.174606,2.04347e+09,-0.357956,0.987865,732.366,3.35606,653.559,213.812,5.99583,59685.9
18603.png,0.000284865,9.13958,0.0788574,2.33547e+09,-0.289605,0.975106,521.775,3.60313,436.456,197.163,6.01573,52429
03276.png,0.00541485,8.18345,0.239182,8.40726e+08,-0.409753,0.992003,336.15,3.11213,286.56,268.7,5.79326,97368.7
15387.png,0.00140769,8.98126,0.114456,9.98734e+08,-0.265875,0.964922,808.387,3.75587,697.714,200.719,5.84068,52198
03766.png,0.00144775,7.66532,0.253647,5.31554e+08,-0.444098,0.99324,147.968,2.51957,128.051,211.581,5.59921,53058.7
09648.png,0.000383142,8.51966,0.118515,1.26831e+09,-0.33664,0.982705,221.259,3.09456,179.897,232.124,5.79843,62574.2
03818.png,0.00435848,8.37128,0.176834,5.06496e+08,-0.348835,0.984162,459.073,3.26497,399.185,176.85,5.7314,52193.8
17102.png,0.05053,7.23044,0.344208,7.63995e+07,-0.465022,0.993252,189.985,2.66205,163.14,186.244,5.24273,57964.5
19701.png,0.000299204,8.7711,0.119354,5.1629e+09,-0.366251,0.989313,249.215,3.10522,205.708,243.154,6.0505,71895.1
02095.png,0.000615656,8.2912,0.204849,2.55222e+09,-0.442207,0.995087,203.913,2.77236,175.248,230.713,6.0002,72652.8
09399.png,0.000844916,8.55458,0.171448,2.65603e+09,-0.378223,0.98993,380.783,3.15091,331.321,281.263,5.9444,93531.4
06778.png,0.00208625,8.30488,0.221954,1.40898e+09,-0.403902,0.991883,288.533,3.00866,247.132,227.101,5.84129,63214.9
18430.png,0.00247155,7.89657,0.270004,1.66232e+09,-0.437183,0.993492,285.113,2.77849,253.124,334.326,5.69651,122568
18527.png,0.00066977,8.48532,0.15686,1.08907e+09,-0.36406,0.987536,238.726,3.10279,195.2,180.209,5.85919,45542.2
11070.png,0.0023748,7.59638,0.385864,8.70366e+08,-0.536445,0.997934,262.953,2.37998,240.37,175.409,5.82262,50341.8
14791.png,0.00167195,7.88182,0.324036,7.77725e+08,-0.467779,0.995602,410.084,2.72951,372.166,168.469,5.79685,42876.5
08975.png,0.0933512,5.66476,0.534119,1.14513e+08,-0.547362,0.99256,271.742,2.13664,252.574,393.842,4.35313,175919
